Airport (IATA),Airport (Name),Airport (City),Country (Name),Latitude,Longitude
MCC,Mc Clellan Afld,Sacramento,United States,38.667639,-121.400611
MCD,Mackinac Island Airport,Mackinac Island,United States,45.8649344,-84.637344
MCE,Merced Municipal Airport,Merced,United States,37.284722,-120.513889
MCF,Macdill Afb,Tampa,United States,27.849339,-82.521214
MCG,McGrath Airport,Mcgrath,United States,62.9529,-155.606
MCI,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
MCK,McCook Regional Airport,McCook,United States,40.206389,-100.592222
MCL,McKinley National Park Airport,McKinley Park,United States,63.732757,-148.91129
MCN,Middle Georgia Rgnl,Macon,United States,32.69285,-83.649211
MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994
MCW,Mason City Municipal,Mason City,United States,43.2247,-93.4067
MDT,Harrisburg Intl,Harrisburg,United States,40.193494,-76.763403
MDW,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
ME5,Banks Airport,Swans Island,United States,44.1653889,-68.4281667
MEI,Key Field,Meridian,United States,32.332624,-88.751868
MEM,Memphis Intl,Memphis,United States,35.042417,-89.976667
MER,Castle,Merced,United States,37.380481,-120.568189
MFD,Mansfield Lahm Regional,Mansfield,United States,40.8214167,-82.5166389
MFE,Mc Allen Miller Intl,Mcallen,United States,26.175833,-98.238611
MFI,Marshfield Municipal Airport,Marshfield,United States,44.6368797,-90.1893267
MFR,Rogue Valley Intl Medford,Medford,United States,42.374228,-122.8735
MGC,Michigan City Municipal Airport,Michigan City,United States,41.7033,-86.8211
MGE,Dobbins Arb,Marietta,United States,33.915382,-84.516319
MGJ,Orange County Airport,Montgomery,United States,41.5099884,-74.2646444
MGM,Montgomery Regional Airport ,MONTGOMERY,United States,32.3006389,-86.3939722
MGR,Moultrie Municipal Airport,Moultrie,United States,31.0849167,-83.80325
MGW,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,39.642908,-79.916314
MGY,Dayton-Wright Brothers Airport,Dayton,United States,39.5889722,-84.2248611
MHK,Manhattan Reigonal,Manhattan,United States,39.140972,-96.670833
MHM,Minchumina Airport,Lake Minchumina,United States,63.886111,-152.301944
MHR,Sacramento Mather,Sacramento,United States,38.553897,-121.297592
MHT,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
MHV,Mojave,Mojave,United States,35.059364,-118.151856
MIA,Miami Intl,Miami,United States,25.79325,-80.290556
MIB,Minot Afb,Minot,United States,48.415572,-101.357661
MIE,Delaware County Airport,Muncie,United States,40.2424722,-85.39575
MIV,Millville Muni,Millville,United States,39.367806,-75.072222
MKC,Downtown,Kansas City,United States,39.1275,-94.598889
MKE,General Mitchell Intl,Milwaukee,United States,42.947222,-87.896583
MKG,Muskegon County Airport,Muskegon,United States,43.1695,-86.2382
MKK,Molokai,Molokai,United States,21.152886,-157.096256
MKL,Mc Kellar Sipes Rgnl,Jackson,United States,35.599889,-88.915611
MKO,Davis Fld,Muskogee,United States,35.656489,-95.366656
MLB,Melbourne Intl,Melbourne,United States,28.102753,-80.645258
MLC,Mc Alester Rgnl,Mcalester,United States,34.882403,-95.783463
MLD,Malad City,Malad City,United States,42.17,-112.289
MLI,Quad City Intl,Moline,United States,41.448528,-90.507539
MLJ,Baldwin County Airport,Milledgeville,United States,33.154225,-83.2414139
MLL,Marshall Don Hunter Sr. Airport,Marshall,United States,61.8646418,-162.026111
MLS,Frank Wiley Field,Miles City,United States,46.428,-105.886
MLT,Millinocket Muni,Millinocket,United States,45.647836,-68.685561
MLU,Monroe Rgnl,Monroe,United States,32.510864,-92.037689
MLY,Manley Hot Springs Airport,Manley Hot Springs,United States,64.9975,-150.644167
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States,37.624049,-118.837772
MMI,McMinn Co,Athens,United States,35.39919,-84.56177
MMU,Morristown Municipal Airport,Morristown,United States,40.79935,-74.4148747
MMV,Mc Minnville Muni,Mackminnville,United States,45.194444,-123.135944
MNM,Menominee Marinette Twin Co,Macon,United States,45.12665,-87.638443
MNT,Minto Airport,Minto,United States,65.143611,-149.37
MOB,Mobile Rgnl,Mobile,United States,30.691231,-88.242814
MOD,Modesto City Co Harry Sham,Modesto,United States,37.625817,-120.954422
MOT,Minot Intl,Minot,United States,48.259378,-101.280333
MOU,Mountain Village Airport,Mountain Village,United States,62.0954,-163.682
MPB,Miami Seaplane Base,Miami,United States,25.7783,-80.1703
MPI,MariposaYosemite,Mariposa,United States,37.3039,-120.0222
MPV,Edward F Knapp State,Montpelier,United States,44.203503,-72.562328
MQB,Macomb Municipal Airport,Macomb,United States,40.5200833,-90.6523889
MQT,Sawyer International Airport,Marquette,United States,46.353611,-87.395278
MRB,Eastern WV Regional Airport,Martinsburg,United States,39.2407,-77.591
MRI,Merrill Fld,Anchorage,United States,61.213544,-149.844447
MRK,Marco Islands,Marco Island Airport,United States,25.9950278,-81.6725278
MRN,Foothills Regional Airport,Morganton,United States,35.8202336,-81.6115119
MRY,Monterey Peninsula,Monterey,United States,36.587,-121.842944
MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States,34.7453,-87.6102
MSN,Dane Co Rgnl Truax Fld,Madison,United States,43.139858,-89.337514
MSO,Missoula Intl,Missoula,United States,46.916306,-114.090556
MSP,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767
MSS,Massena Intl Richards Fld,Massena,United States,44.935833,-74.845547
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
MTC,Selfridge Angb,Mount Clemens,United States,42.608333,-82.8355
MTH,Florida Keys Marathon Airport,Marathon,United States,24.726111,-81.051389
MTJ,Montrose Regional Airport,Montrose CO,United States,38.509794,-107.894242
MTM,Metlakatla Seaplane Base,Metakatla,United States,55.131111,-131.578056
MUE,Waimea Kohala,Kamuela,United States,20.001328,-155.668108
MUI,Muir Aaf,Muir,United States,40.434811,-76.569411
MUO,Mountain Home Afb,Mountain Home,United States,43.043603,-115.872431
MVL,Morrisville Stowe State Airport,Morrisville,United States,44.535,-72.614
MVY,Martha\\'s Vineyard,Vineyard Haven MA,United States,41.391667,-70.615278
MWA,Williamson Country Regional Airport,Marion,United States,37.7549569,-89.0110936
MWC,Lawrence J Timmerman Airport,Milwaukee,United States,43.1103889,-88.0344167
MWH,Grant Co Intl,Grant County Airport,United States,47.207708,-119.32019
MWL,Mineral Wells,Mineral Wells,United States,32.781606,-98.060175
MWM,Windom Municipal Airport,Windom,United States,43.9134017,-95.1094083
MXF,Maxwell Afb,Montgomery,United States,32.382944,-86.365778
MXY,McCarthy Airport,McCarthy,United States,61.4370608,-142.9030737
MYF,Montgomery Field,San Diego,United States,32.4759,117.759
MYL,McCall Municipal Airport,McCall,United States,44.889722,-116.101389
MYR,Myrtle Beach Intl,Myrtle Beach,United States,33.67975,-78.928333
MYU,Mekoryuk Airport,Mekoryuk,United States,60.3714,-166.271
MYV,Yuba County Airport,Yuba City,United States,39.0553,-121.3411
MZJ,Pinal Airpark,Marana,United States,32.509722,-111.325278
N53,Stroudsburg-Pocono Airport,East Stroudsburg,United States,41.0358717,-75.1606789
N69,Stormville Airport,Stormville,United States,41.5769708,-73.7323514
N87,Trenton-Robbinsville Airport,Trenton,United States,40.2139444,-74.6017778
NBG,New Orleans Nas Jrb,New Orleans,United States,29.825333,-90.035
NCN,Chenega Bay Airport,Chenega,United States,60.077222,-147.991944
NEL,Lakehurst Naes,Lakehurst,United States,40.033333,-74.353333
NFL,Fallon Nas,Fallon,United States,39.416584,-118.70098
NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States,21.450453,-157.768
NGP,Corpus Christi NAS,Corpus Christi,United States,27.692701,-97.290376
NGU,Norfolk Ns,Norfolk,United States,36.937644,-76.289289
NGZ,NAS Alameda,Alameda,United States,37.7861,-122.3186
NHK,Patuxent River Nas,Patuxent River,United States,38.285981,-76.411781
NIB,Nikolai Airport,Nikolai,United States,63.010833,-154.383889
NID,China Lake Naws,China,United States,35.685422,-117.692039
NIP,Jacksonville Nas,Jacksonville,United States,30.235834,-81.680556
NJK,El Centro Naf,El Centro,United States,32.829222,-115.671667
NKT,Cherry Point Mcas,Cherry Point,United States,34.900872,-76.880733
NKX,Miramar Mcas,Miramar,United States,32.867694,-117.14175
NLC,Lemoore Nas,Lemoore,United States,36.333012,-119.95208
NLG,Nelson Lagoon,Nelson Lagoon,United States,56.0075,-161.160278
NME,Nightmute Airport,Nightmute,United States,60.471111,-164.700833
NMM,Meridian Nas,Meridian,United States,32.552083,-88.555557
NNL,Nondalton Airport,Nondalton,United States,59.966944,-154.851667
NOW,Port Angeles Cgas,Port Angeles,United States,48.141481,-123.414075
NPA,Pensacola Nas,Pensacola,United States,30.352656,-87.318647
NPZ,Porter County Municipal Airport,Valparaiso,United States,41.4539722,-87.0070833
NQA,Millington Rgnl Jetport,Millington,United States,35.356667,-89.870278
NQI,Kingsville Nas,Kingsville,United States,27.507223,-97.809723
NQX,Key West Nas,Key West,United States,24.575834,-81.688889
NSE,Whiting Fld Nas North,Milton,United States,30.724167,-87.021944
NTD,Point Mugu Nas,Point Mugu,United States,34.120285,-119.12094
NTU,Oceana Nas,Oceana,United States,36.820703,-76.033542
NUI,Nuiqsut Airport,Nuiqsut,United States,70.21,-151.005556
NUL,Nulato Airport,Nulato,United States,64.729444,-158.074167
NUP,Nunapitchuk Airport,Nunapitchuk,United States,60.905833,-162.439167
NUQ,Moffett Federal Afld,Mountain View,United States,37.416142,-122.049139
NUW,Whidbey Island Nas,Whidbey Island,United States,48.351803,-122.655906
NXP,Twentynine Palms Eaf,Twenty Nine Palms,United States,34.296161,-116.162203
NXX,Willow Grove Nas Jrb,Willow Grove,United States,40.199833,-75.148167
NY9,Long Lake,Long Lake,United States,43.9750617,-74.42044
NYC,All Airports,New York,United States,40.714167,-74.005833
NYG,Quantico Mcaf,Quantico,United States,38.501683,-77.305333
NZC,Cecil Field,Jacksonville,United States,30.2187,-81.8767
NZJ,El Toro,Santa Ana,United States,33.676132,-117.731164
NZY,North Island Nas,San Diego,United States,32.699219,-117.21531
O03,Morgantown Airport,Morgantown,United States,40.1570414,-75.8704892
O27,Oakdale Airport,Oakdale,United States,37.7563333,-120.8001944
OAJ,Albert J Ellis,Jacksonville NC,United States,34.829164,-77.612139
OAK,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
OAR,Marina Muni,Fort Ord,United States,36.681878,-121.762347
OBE,County,Okeechobee,United States,27.265833,-80.851111
OBU,Kobuk Airport,Kobuk,United States,66.912222,-156.897222
OCA,Key Largo,Ocean Reef Club Airport,United States,25.325393,-80.274775
OCF,International Airport,Ocala,United States,29.1725,-82.224167
OEB,Branch County Memorial Airport,Coldwater,United States,41.9335691,-85.0522935
OFF,Offutt Afb,Omaha,United States,41.118332,-95.912511
OGG,Kahului,Kahului,United States,20.89865,-156.430458
OGS,Ogdensburg Intl,Ogdensburg,United States,44.681854,-75.4655
OKC,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
OLF,LM Clayton Airport,Wolf Point,United States,48.094444,-105.575
OLH,Old Harbor Airport,Old Harbor,United States,57.218056,-153.269722
OLM,Olympia Regional Airpor,Olympia,United States,46.9694044,-122.9025447
OLS,Nogales Intl,Nogales,United States,31.417722,-110.84789
OLV,Olive Branch Muni,Olive Branch,United States,34.876944,-89.783333
OMA,Eppley Afld,Omaha,United States,41.303167,-95.894069
OME,Nome,Nome,United States,64.512203,-165.445247
OMN,Ormond Beach municipal Airport,Ormond Beach,United States,29.1804,-81.06497
ONH,Oneonta Municipal Airport,Oneonta,United States,42.524722,-75.064444
ONP,Newport Municipal Airport,Newport,United States,44.580361,-124.057917
ONT,Ontario Intl,Ontario,United States,34.056,-117.601194
OOK,Toksook Bay Airport,Toksook Bay,United States,60.541389,-165.087222
OPF,Opa Locka,Miami,United States,25.907,-80.278389
OQU,Quonset State Airport,North Kingstown,United States,41.5971389,-71.4121389
ORD,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842
ORF,Norfolk Intl,Norfolk,United States,36.894611,-76.201222
ORH,Worcester Regional Airport,Worcester,United States,42.2673,-71.8757
ORI,Port Lions Airport,Port Lions,United States,57.885278,-152.846111
ORL,Executive,Orlando,United States,28.545464,-81.332936
ORT,Northway,Northway,United States,62.961334,-141.929136
ORV,Robert Curtis Memorial Airport,Noorvik,United States,66.8175,-161.022222
OSC,Oscoda Wurtsmith,Oscoda,United States,44.451558,-83.394053
OSH,Wittman Regional Airport,Oshkosh,United States,44.024983,-88.551336
OSU,Ohio State University Airport,Columbus,United States,40.0798,-83.073
OTH,Southwest Oregon Regional Airport,North Bend,United States,43.4171,-124.246
OTS,Anacortes Airport,Anacortes,United States,48.498889,-122.6625
OTZ,Ralph Wien Mem,Kotzebue,United States,66.884678,-162.59855
OWB,Owensboro Daviess County Airport,Owensboro,United States,37.7401,-87.1668
OWD,Norwood Memorial Airport,Norwood,United States,42.1905278,-71.1729444
OXC,Waterbury-Oxford Airport,Oxford,United States,41.4785556,-73.13525
OXD,Miami University Airport,Oxford,United States,39.5022607,-84.7843814
OXR,Oxnard - Ventura County,Oxnard,United States,34.200833,-119.207222
OZA,Ozona Muni,Ozona,United States,30.735281,-101.202972
P08,Coolidge Municipal Airport,Cooldige,United States,32.93590164,-111.427002
P52,Cottonwood Airport,Cottonwood,United States,34.72999954,-112.0350037
PAE,Snohomish Co,Everett,United States,47.906342,-122.281564
PAH,Barkley Regional Airport,PADUCAH,United States,37.0602875,-88.7729583
PAM,Tyndall Afb,Panama City,United States,30.069567,-85.575417
PAO,Palo Alto Airport of Santa Clara County,Palo Alto,United States,37.4611111,-122.1150556
PAQ,Palmer Muni,Palmer,United States,61.594914,-149.088711
PBF,Grider Fld,Pine Bluff,United States,34.173142,-91.935597
PBG,Plattsburgh Intl,Plattsburgh,United States,44.650944,-73.468139
PBI,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589
PBV,St George,Point Barrow,United States,56.578344,-169.661611
PBX,Pike County Airport - Hatcher Field,Pikeville,United States,37.5617639,-82.5663889
PCW,Erie-Ottawa Regional Airport,Port Clinton,United States,41.5162703,-82.8694868
PCZ,Waupaca Municipal Airport,Waupaca,United States,44.33325,-89.0197778
PDB,Pedro Bay Airport,Pedro Bay,United States,59.782222,-154.1325
PDK,Dekalb-Peachtree Airport,Atlanta,United States,33.8756111,-84.3019722
PDT,Eastern Oregon Regional Airport,Pendleton,United States,45.695,-118.841389
PDX,Portland Intl,Portland,United States,45.588722,-122.5975
PEC,Pelican Seaplane Base,Pelican,United States,57.955278,-136.236389
PEQ,Pecos Municipal Airport,Pecos,United States,31.3823889,-103.5107222
PFN,Panama City Bay Co Intl,Panama City,United States,30.212083,-85.682806
PGA,Page Municipal Airport,Page,United States,36.9261,-111.4483
PGD,Charlotte County-Punta Gorda Airport,Punta Gorda,United States,26.919722,-81.990556
PGV,Pitt-Greenville Airport,Greenville,United States,35.635278,-77.385278
PHD,Harry Clever Field Airport,New Philadelpha,United States,40.4701667,-81.4199444
PHF,Newport News Williamsburg Intl,Newport News,United States,37.131894,-76.492989
PHK,Pahokee Airport,Pahokee,United States,26.789,-80.692
PHL,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
PHN,St Clair Co Intl,Port Huron,United States,42.910957,-82.528862
PHO,Point Hope Airport,Point Hope,United States,68.3488,-166.799
PHX,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258
PIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,31.4671,-89.3371
PIE,St Petersburg Clearwater Intl,St. Petersburg,United States,27.910167,-82.687389
PIH,Pocatello Regional Airport,Pocatello,United States,42.9098,-112.596
PIM,Harris County Airport,Pine Mountain,United States,32.8406944,-84.8824444
PIP,Pilot Point Airport,Pilot Point,United States,57.585393,-157.571944
PIR,Pierre Regional Airport,Pierre,United States,44.3827,-100.286
PIT,Pittsburgh Intl,Pittsburgh,United States,40.491467,-80.232872
PIZ,Point Lay Lrrs,Point Lay,United States,69.732875,-163.005342
PKB,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States,39.3451039,-81.4392031
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States,45.5709,-84.7967
PMB,Pembina Muni,Pembina,United States,48.942501,-97.240833
PMD,Palmdale Rgnl Usaf Plt 42,Palmdale,United States,34.629391,-118.08456
PML,Port Moller Airport,Cold Bay,United States,56.006111,-160.560833
PMP,Pompano Beach Airpark,Pompano Beach,United States,26.2471389,-80.1110556
PNC,Ponca City Rgnl,Ponca City,United States,36.731958,-97.099781
PNE,Northeast Philadelphia,Philadelphia,United States,40.081944,-75.010586
PNM,Princeton Muni,Princeton,United States,45.559868,-93.608217
PNS,Pensacola Rgnl,Pensacola,United States,30.473425,-87.186611
POB,Pope Field,Fort Bragg,United States,35.170883,-79.014472
POC,Brackett Field,La Verne,United States,34.0916667,-117.7817778
POE,Polk Aaf,Fort Polk,United States,31.044833,-93.191667
POF,Poplar Bluff Municipal Airport,Poplar Bluff,United States,36.77394444,-90.3248611
PPC,Prospect Creek Airport,Prospect Creek,United States,66.814167,-150.643611
PPV,Port Protection Seaplane Base,Port Protection,United States,56.328889,-133.61
PQI,Northern Maine Rgnl At Presque Isle,Presque Isle,United States,46.688958,-68.044797
PRC,Ernest A Love Fld,Prescott,United States,34.654472,-112.419583
PSC,Tri Cities Airport,Pasco,United States,46.2647,-119.119
PSG,Petersburg James A. Johnson,Petersburg,United States,56.801667,-132.945278
PSM,Pease International Tradeport,Portsmouth,United States,43.0779,-70.8233
PSP,Palm Springs Intl,Palm Springs,United States,33.829667,-116.506694
PSX,Palacios Muni,Palacios,United States,28.727508,-96.250958
PTB,Dinwiddie County Airport,Petersburg,United States,37.18375,-77.507388
PTH,Port Heiden Airport,Port Heiden,United States,56.9591,-158.633
PTK,Oakland Co. Intl,Pontiac,United States,42.667,-83.35
PTU,Platinum,Port Moller,United States,59.011356,-161.819664
PUB,Pueblo Memorial,Pueblo,United States,38.289085,-104.496572
PUC,Carbon County Regional-Buck Davis Field,Price,United States,39.609722,-110.75278
PUW,Pullman-Moscow Rgnl,Pullman,United States,46.743861,-117.109583
PVC,Provincetown Muni,Provincetown,United States,42.071945,-70.22139
PVD,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
PVU,Provo Municipal Airport,Provo,United States,40.21805555,-111.7222222
PWK,Chicago Executive,Chicago-Wheeling,United States,42.1142897,-87.9015376
PWM,Portland Intl Jetport,Portland,United States,43.646161,-70.309281
PWT,Bremerton National,Bremerton,United States,47.490244,-122.764814
PYM,Plymouth Municipal Airport,Plymouth,United States,41.9090278,-70.7287778
PYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,34.0899167,-85.6100833
R49,Ferry County Airport,Republic,United States,48.7182058,-118.6564714
RAC,John H. Batten Airport,Racine,United States,42.7605,-87.8152
RAL,Riverside Muni,Riverside,United States,33.951875,-117.445103
RAP,Rapid City Regional Airport,Rapid City,United States,44.045278,-103.057222
RBD,Dallas Executive Airport,Dallas,United States,32.680833,-96.868333
RBK,French Valley Airport,Murrieta-Temecula,United States,33.5741791,-117.1284732
RBM,Robinson Aaf,Robinson,United States,34.850089,-92.300153
RBN,Fort Jefferson,Fort Jefferson - Dry Tortugas,United States,24.61667,-82.86667
RBY,Ruby Airport,Ruby,United States,64.7272,-155.47
RCA,Ellsworth Afb,Rapid City,United States,44.145042,-103.103567
RCE,Roche Harbor Seaplane Base,Roche Harbor,United States,48.608056,-123.159722
RCZ,Richmond County Airport,Rockingham,United States,34.8913056,-79.7596111
RDD,Redding Muni,Redding,United States,40.509,-122.293389
RDG,Reading Regional Carl A Spaatz Field,Reading,United States,40.3785,-75.9652
RDM,Roberts Fld,Redmond-Bend,United States,44.254066,-121.149964
RDR,Grand Forks Afb,Red River,United States,47.961098,-97.401194
RDU,Raleigh Durham Intl,Raleigh-durham,United States,35.877639,-78.787472
RDV,Red Devil Airport,Red Devil,United States,61.788056,-157.350278
REI,Redlands Municipal Airport,Redlands,United States,34.08525,-117.146388
RFD,Chicago Rockford International Airport ,Rockford,United States,42.1953611,-89.0972222
RHI,Rhinelander Oneida County Airport,Rhinelander,United States,45.6312,-89.4675
RIC,Richmond Intl,Richmond,United States,37.505167,-77.319667
RID,Richmond Municipal Airport,Richmond,United States,39.7561006,-84.8427175
RIF,Richfield Minicipal Airport,Richfield,United States,38.7364361,-112.0989444
RIL,Garfield County Regional Airport,Rifle,United States,39.5263056,-107.7269444
RIR,Flabob Airport,Riverside,United States,33.988778,-117.409971
RIU,Rancho Murieta,Rancho Murieta,United States,38.486778,-121.102778
RIV,March Arb,Riverside,United States,33.880711,-117.259453
RIW,Riverton Regional,Riverton WY,United States,43.064167,-108.459722
RKD,Knox County Regional Airport,Rockland,United States,44.0601111,-69.0992303
RKH,Rock Hill York Co Bryant Airport,Rock Hill,United States,34.9878,-81.0572
RKP,Aransas County Airport,Rockport,United States,28.0862222,-97.0436944
RKS,Rock Springs Sweetwater County Airport,Rock Springs,United States,41.5942,-109.065
RME,Griffiss Afld,Rome,United States,43.2338,-75.407033
RMG,Richard B Russell Airport,Rome,United States,34.3507778,-85.1586667
RMP,Rampart Airport,Rampart,United States,65.507778,-150.140833
RMY,Brooks Field Airport,Marshall,United States,42.2511932,-84.9554443
RND,Randolph Afb,San Antonio,United States,29.529675,-98.2789
RNM,Ramona Airport,Ramona,United States,33.0391667,-116.91525
RNO,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108
RNT,Renton,Renton,United States,47.4931389,-122.21575
ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417
ROC,Greater Rochester Intl,Rochester,United States,43.118866,-77.672389
ROW,Roswell Intl Air Center,Roswell,United States,33.301556,-104.530556
RSH,Russian Mission Airport,Russian Mission,United States,61.775,-161.319444
RSJ,Rosario Seaplane Base,Rosario,United States,48.645556,-122.868056
RST,Rochester,Rochester,United States,43.908283,-92.500014
RSW,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167
RUT,Rutland State Airport,Rutland,United States,43.5294,-72.9496
RVS,Richard Lloyd Jones Jr Airport,Tulsa,United States,36.0396111,-95.9846389
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,35.8563,-77.8919
RWL,Rawlins Municipal Airport-Harvey Field,Rawlins,United States,41.8055975,-107.19994
RYY,Cobb County Airport-Mc Collum Field,Atlanta,United States,34.0131569,-84.5970556
S46,Port O\\'Connor Airfield,Port O\\'Connor,United States,28.429977,-96.442859
SAA,Shively Field Airport,SARATOGA,United States,41.4448594,-106.8235264
SAC,Sacramento Executive,Sacramento,United States,38.512524,-121.49347
SAD,Safford Regional Airport,Safford,United States,32.8533333,-109.6350833
SAF,Santa Fe Muni,Santa Fe,United States,35.617108,-106.089422
SAN,San Diego Intl,San Diego,United States,32.733556,-117.189667
SAT,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
SAV,Savannah Hilton Head Intl,Savannah,United States,32.127583,-81.202139
SBA,Santa Barbara Muni,Santa Barbara,United States,34.426211,-119.840372
SBD,San Bernardino International Airport,San Bernardino,United States,34.0953521,-117.2348722
SBM,Sheboygan County Memorial Airport,Sheboygan,United States,43.7696,-87.851402
SBN,South Bend Rgnl,South Bend,United States,41.708661,-86.31725
SBO,Emanuel Co,Santa Barbara,United States,32.609139,-82.369944
SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.2368,-120.642
SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,United States,40.51625,-106.8663056
SBY,Salisbury Ocean City Wicomico Rgnl,Salisbury,United States,38.340525,-75.510289
SCC,Deadhorse,Deadhorse,United States,70.19475,-148.465167
SCE,University Park Airport,State College Pennsylvania,United States,40.849278,-77.848694
SCH,Stratton ANGB - Schenectady County Airpor,Scotia NY,United States,42.85245555,-73.92886667
SCK,Stockton Metropolitan,Stockton,United States,37.894167,-121.238306
SCM,Scammon Bay Airport,Scammon Bay,United States,61.845278,-165.571389
SDC,Williamson-Sodus Airport,Williamson,United States,43.2347904,-77.119444
SDF,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989
SDM,Brown Field Municipal Airport,San Diego,United States,32.5722722,-116.9801611
SDP,Sand Point Airport,Sand Point,United States,55.315,-160.523
SDX,Sedona,Sedona,United States,34.848628,-111.788472
SDY,Sidney-Richland Municipal Airport,Sidney,United States,47.706944,-104.1925
SEA,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
SEE,Gillespie,El Cajon,United States,32.8262222,-116.9724444
SEF,Regional - Hendricks AAF,Sebring,United States,27.456389,-81.342222
SEM,Craig Fld,Selma,United States,32.343947,-86.987803
SES,Selfield Airport,Selma Alabama,United States,32.4404,-86.9522
SFB,Orlando Sanford Intl,Sanford,United States,28.777639,-81.237489
SFF,Felts Fld,Spokane,United States,47.682819,-117.322558
SFM,Sanford Regional,Sanford ME,United States,43.39383,-70.708
SFO,San Francisco Intl,San Francisco,United States,37.618972,-122.374889
SFZ,North Central State,Smithfield,United States,41.920764,-71.491381
SGF,Springfield Branson Natl,Springfield,United States,37.245667,-93.388639
SGH,Springfield-Beckly Municipal Airport,Springfield,United States,39.8402778,-83.8401667
SGJ,St. Augustine Airport,St. Augustine,United States,29.95925,-81.3397222
SGR,Sugar Land Regional Airport,Sugar Land,United States,29.62225,-95.6565278
SGU,St George Muni,Saint George,United States,37.090583,-113.593056
SGY,Skagway Airport,Skagway,United States,59.4601,-135.316
SHD,Shenandoah Valley Regional Airport,Weyers Cave,United States,38.263889,-78.896389
SHG,Shungnak Airport,Shungnak,United States,66.888056,-157.1625
SHH,Shishmaref Airport,Shishmaref,United States,66.2496,-166.089
SHR,Sheridan County Airport,Sheridan,United States,44.7692,-106.98
SHV,Shreveport Rgnl,Shreveport,United States,32.446629,-93.8256
SHX,Shageluk Airport,Shageluk,United States,62.692222,-159.569167
SIK,Sikeston Memorial Municipal,Sikeston,United States,36.8988889,-89.56175
SIT,Sitka Rocky Gutierrez,Sitka,United States,57.047138,-135.361611
SJC,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States,31.35775,-100.496306
SKA,Fairchild Afb,Spokane,United States,47.615058,-117.655772
SKF,Lackland Afb Kelly Fld Annex,San Antonio,United States,29.384228,-98.581108
SKK,Shaktoolik Airport,Shaktoolik,United States,64.371111,-161.223889
SKY,Griffing Sandusky,Sandusky,United States,41.433361,-82.652333
SLC,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
SLE,McNary Field,Salem,United States,44.9095,-123.003
SLK,Adirondack Regional Airport,Saranac Lake,United States,44.3853,-74.2062
SLN,Salina Municipal Airport,Salina,United States,38.791,-97.6522
SLQ,Sleetmute Airport,Sleetmute,United States,61.700566,-157.165833
SMD,Smith Fld,Fort Wayne IN,United States,41.143353,-85.152778
SME,Lake Cumberland Regional Airport,Somerset,United States,37.053611,-84.615556
SMF,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
SMK,St. Michael Airport,St. Michael,United States,63.49,-162.110278
SMN,Lemhi County Airport,Salmon,United States,45.123889,-113.881389
SMO,Santa Monica Municipal Airport,Santa Monica,United States,34.0158333,-118.4513056
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,34.8989,-120.457
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
SNP,St Paul Island,St. Paul Island,United States,57.167333,-170.220444
SNY,Sidney Muni Airport,Sidney,United States,41.10167,-102.985
SOP,Moore County Airport,Pinehurst-Southern Pines,United States,35.2376111,-79.3887958
SOW,Show Low Regional Airport,Show Low,United States,34.265556,-110.005556
